img,num_corners,colorfulness,imdbId,Title,Poster,year,is_history,is_family,is_scifi,is_adult,is_crime,is_sport,is_short,is_war,is_western,is_biography,is_action,is_gameshow,is_animation,is_romance,is_music,is_documentary,is_comedy,is_thriller,is_talkshow,is_adventure,is_mystery,is_filmnoir,is_horror,is_musical,is_fantasy,is_realitytv,is_news,is_drama,decade
action_posters/all/00s/1305730.jpg,113,16.057319981543873,1305730,Noon-e-neun noon i-e-neun i (2008),"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0ODMwODI2MV5BMl5BanBnXkFtZTcwODI4NjYxNA@@._V1_UY268_CR4,0,182,268_AL_.jpg",2008.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,00s
action_posters/all/00s/1322277.jpg,84,37.48730749768575,1322277,The Assailant (2009),"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0OTU1NDM4Nl5BMl5BanBnXkFtZTcwMjA5NzkxMw@@._V1_UY268_CR6,0,182,268_AL_.jpg",2009.0,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,00s
action_posters/all/00s/1323925.jpg,28,21.46971080710285,1323925,The Hunt for Gollum (2009),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5MTE3NjAwMl5BMl5BanBnXkFtZTcwNzc5MDgwMg@@._V1_UY268_CR13,0,182,268_AL_.jpg",2009.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,00s
action_posters/all/00s/1330525.jpg,86,28.326550621111007,1330525,Beast Stalker (2008),"https://images-na.ssl-images-amazon.com/images/M/MV5BMzAzYTNjZmEtMTViYS00NDY5LTg4ZjQtOGIzZTQ5ZWYzZTEzXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg",2008.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,00s
action_posters/all/00s/1345525.jpg,147,24.64829034338016,1345525,Tung moon (2009),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTJhNTg0M2YtYjhkOS00MGU3LWEzZDgtYTQ2ZGViNDM4NWMwXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UY268_CR6,0,182,268_AL_.jpg",2009.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,00s
action_posters/all/00s/1345776.jpg,17,60.126967606767344,1345776,GekijÌ« ban Kara no kyÌ«kai: Satsujin kÌ«satsu (Go) (2009),"https://images-na.ssl-images-amazon.com/images/M/MV5BMGE1YjU1OTEtNDExNC00YzdlLTg0NTctMGJiZDIxZWY3MjFkXkEyXkFqcGdeQXVyNTk1ODMyNjA@._V1_UY268_CR190,0,182,268_AL_.jpg",2009.0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,00s
action_posters/all/00s/1350512.jpg,107,32.958248508824084,1350512,The Terminators (2009),"https://images-na.ssl-images-amazon.com/images/M/MV5BMjUxMDYzNjYzNF5BMl5BanBnXkFtZTcwNzU3ODc4Mg@@._V1_UY268_CR4,0,182,268_AL_.jpg",2009.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,00s
action_posters/all/00s/1381512.jpg,168,86.06041020046577,1381512,Robo-geisha (2009),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MDk1Mjk5OF5BMl5BanBnXkFtZTgwMjMzMzA2MDE@._V1_UY268_CR68,0,182,268_AL_.jpg",2009.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,00s
action_posters/all/00s/1398941.jpg,147,87.19872531093037,1398941,Superman/Batman: Public Enemies (2009),"https://images-na.ssl-images-amazon.com/images/M/MV5BZDgwMTJmYWMtZWUzYi00ZjkzLTlkMzQtYjc4NWRkZTQzM2RmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_UY268_CR6,0,182,268_AL_.jpg",2009.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,00s
action_posters/all/00s/1432078.jpg,140,69.61127733848191,1432078,Chilgeup gongmuwon (2009),"https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNTIwMzcwM15BMl5BanBnXkFtZTgwMTk1MzA2MDE@._V1_UY268_CR9,0,182,268_AL_.jpg",2009.0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,00s
action_posters/all/00s/1468322.jpg,111,64.49407081724709,1468322,Hottarake no shima - Haruka to maho no kagami (2009),"https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5NjI5NjQyMV5BMl5BanBnXkFtZTgwNDQ2OTU4NjE@._V1_UY268_CR9,0,182,268_AL_.jpg",2009.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,00s
action_posters/all/00s/1468324.jpg,75,83.67857207604794,1468324,"HÌ¢do ribenji, MirÌ¨: Buraddi batoru (2009)","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5ODEyMjAxN15BMl5BanBnXkFtZTgwMjM1MDE5MTE@._V1_UY268_CR5,0,182,268_AL_.jpg",2009.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,00s
